host_id,host_name,listings_count,listing_id
36269611,Luca,1.0,6920097
30085289,Barbara,3.0,6923671
36319724,Andrea,1.0,6928118
36328098,Paolo,3.0,6929735
30085289,Barbara,3.0,6929868
36346943,Fabio,1.0,6933061
13496384,Fabio,1.0,6936962
1823556,Lucia,1.0,6942349
36119996,Nestor,4.0,6942370
6235444,Giuseppe,15.0,6942436
36423456,Paolo,3.0,6946652
36423456,Paolo,3.0,6946800
29330244,Shalini,3.0,6948524
36432060,Massimo,2.0,6948739
32147117,Daniela,3.0,6950893
32147117,Daniela,3.0,6951181
36106587,Mari,1.0,6951672
36444321,Ernesto Chiara Agnese,4.0,6951680
36444321,Ernesto Chiara Agnese,4.0,6952744
5220131,Michele,3.0,6954347
29891206,Hotel Cinquantatre,5.0,6956119
435920,Pina,3.0,6960506
17899268,SinequaRoma  Guest House,2.0,6963032
3873669,Gianluca E Flavia,6.0,6963413
3680673,Roberta,1.0,6964781
766638,Andrea,1.0,6965533
36528205,Giorgia,1.0,6966704
36528748,Lidia,4.0,6966816
5780837,Angelo,3.0,6967068
26197650,Natalia,6.0,6967293
36528748,Lidia,4.0,6968346
36541570,Clementina,1.0,6969468
nan,nan,nan,nan
nan,nan,nan,"Codice CISE 10799"""
35419697,Lucia,2.0,6972998
35419697,Lucia,2.0,6973144
34824864,Giampiero,9.0,6977018
36588040,Massimo,3.0,6977150
1329045,Fabio,6.0,6978655
36597281,Chiara,1.0,6979543
7674151,Michela,1.0,6983407
36617777,Cristiana,1.0,6983902
30766439,Claudia,1.0,6988007
33676807,Erika,2.0,6990562
nan,nan,nan,7008298
nan,nan,nan,nan
Roberta,nan,262.0,"Nel cuore di Trastevere"""
27509703,Luciano,1.0,7011530
36767846,Giulia,1.0,7013471
36784317,Margherita,1.0,7017223
7371629,Mirta,4.0,7020874
21044448,Jamila,1.0,7024384
12240379,Alessandra,2.0,7026977
4289335,Luca,13.0,7030215
4289335,Luca,13.0,7030405
11146507,Cate,11.0,7031479
22650335,Maurizio,2.0,7031786
9618597,Andrea,1.0,7034292
35611447,Stefano,2.0,7034358
36026157,Roma  Hostel,9.0,7041569
36927891,Letizia,1.0,7042302
36639672,Gloria,3.0,7043180
36431829,Gioacchino,4.0,7045919
36948586,Federico,1.0,7046129
28300337,Francesco,1.0,7047690
37012286,Sergio,2.0,7058043
37037639,Sara,1.0,7063635
37043745,Alessandro,1.0,7065059
21403861,Chiara Irene,4.0,7065514
37075649,Eugenia,1.0,7071286
37075722,Fabrizio,1.0,7071340
13563140,Alessandra,1.0,7071378
11183217,Sophie'S Choice,7.0,7072060
32618696,Lucky,11.0,7077426
29507259,Alessia,8.0,7079495
37118093,Paolo,1.0,7081310
37133071,Silvia,2.0,7083766
8545010,Giulia,3.0,7084126
8545010,Giulia,3.0,7084807
37165484,Maria Rosaria,1.0,7090768
21525622,Fabio,1.0,7091053
34277603,Maria Ernesta,1.0,7094004
36431829,Gioacchino,4.0,7098253
10762793,Anna,1.0,7098525
37207213,Alfredo,1.0,7098881
37210568,Marisa,1.0,7100830
35847840,Renato,9.0,7104290
4571163,Laura,13.0,7105217
768673,Fabio,3.0,7105833
10890518,Pietro,1.0,7106513
3024872,Monica,1.0,7107395
37239942,Carola,1.0,7108561
3159041,Luca,13.0,7111551
37253365,Roberta,1.0,7111640
27007846,Mario Giuseppe,4.0,7111763
3159041,Luca,13.0,7111892
24689361,Silvia E Lisa,1.0,7113622
34715289,Tiziana,1.0,7114147
7643031,Daniela,1.0,7119381
36605258,Federica,1.0,7121110
15519143,Bruna,3.0,7121143
35847840,Renato,9.0,7121185
35847840,Renato,9.0,7121872
35847840,Renato,9.0,7122399
35847840,Renato,9.0,7122683
35847840,Renato,9.0,7122921
37292745,Josee,1.0,7124710
37042833,Federico,1.0,7126418
34739783,Nicodemo,6.0,7127150
36528748,Lidia,4.0,7131992
162594,Lea Ginevra  (Downtown Srl),5.0,7132504
34379338,Elenida,1.0,7133204
37382199,Anna,2.0,7136944
37392462,Flavio,1.0,7139772
13395149,Marco,9.0,7140696
31444531,Elena,1.0,7141183
37413599,Giordana&Daniele,1.0,7145076
37432552,Silvia,1.0,7147887
12601556,Anthony,2.0,7151716
33725164,SetteA,4.0,7154123
114976430,Medelia,1.0,7156758
13395149,Marco,9.0,7164351
37534984,Giulia,2.0,7167413
33725164,SetteA,4.0,7173127
33725164,SetteA,4.0,7173228
36949083,Nicola,1.0,7177319
2504695,Valerio,1.0,7177640
37603430,Sabrina,1.0,7178118
37603727,Giuseppe,1.0,7178152
9438744,Carolina,1.0,7192918
25835197,Anna Flora,2.0,7193764
30118540,Anthony,12.0,7194187
1107433,Emiliano & Maria,56.0,7195675
5525450,Giuseppe,2.0,7211086
32032563,Silvia,5.0,7212288
37030637,Alessia,3.0,7218686
29308195,Alessandra,1.0,7220378
27590325,Emanuele,2.0,7225768
37856886,Rita Carmela,1.0,7230159
37860331,Orietta,1.0,7230737
37860540,Francesco,2.0,7230785
36053883,Marco,3.0,7237134
36053883,Marco,3.0,7237168
12700667,Lior,1.0,7248841
37972391,Federico,2.0,7252165
37978747,Barbara,1.0,7253481
38013443,Clelia,1.0,7260738
38024078,Massimiliano,5.0,7262841
29728222,Marco,4.0,7266907
23511585,Stefania,1.0,7266916
14236252,Edoardo,6.0,7268146
6519534,Alessia & Daniele,25.0,7268901
23770886,Chiara,1.0,7269260
38064303,Noemi,4.0,7269798
38065763,Leandro,1.0,7270228
38065699,Simona,1.0,7271654
37030637,Alessia,3.0,7272869
37030637,Alessia,3.0,7274312
31142839,Malgorzata.Mamdouh,2.0,7274837
32181113,Rosaria,1.0,7282674
2281825,Marianna,1.0,7283095
38146901,Beatrice,2.0,7284698
18959617,Monica,4.0,7302499
37890214,Isidora,1.0,7304199
30969129,Lucia,2.0,7311544
28979821,Tiziana,2.0,7316568
10048059,Emiliano,13.0,7318320
38244613,Giuseppe,2.0,7319070
14828708,Marco,9.0,7319879
38361003,Nicola,1.0,7324407
38364908,Giulia,1.0,7325433
38368619,Andrea,1.0,7325957
22790731,Gianluca,8.0,7328928
8908216,Eleonora,3.0,7333227
38064303,Noemi,4.0,7335390
761827,Dorotea,20.0,7343186
38476258,Silvia,1.0,7344519
16429294,Matteo,1.0,7347180
24306331,Paolo E Camilla,13.0,7350490
38528068,Domenico,4.0,7352748
38528068,Domenico,4.0,7352781
38064303,Noemi,4.0,7355164
7258021,Andrea,1.0,7355288
36517892,Eleonora,2.0,7355380
29083325,Relais Colonna,3.0,7355464
36770246,Antonello,1.0,7359501
37766639,Herv�,1.0,7360543
2171768,Joella,1.0,7360849
161114,Carla,3.0,7361961
38582379,Tamara,1.0,7363734
38591519,Alessandro,1.0,7365461
24394071,Luca,4.0,7376551
38662280,Yuliya,3.0,7380358
38668470,Luigi,1.0,7381624
14592613,Andrea,13.0,7391846
38528068,Domenico,4.0,7396956
10516825,Marco Valerio,2.0,7397728
36053883,Marco,3.0,7398523
23765893,Pompeo,4.0,7402084
18277838,Chiara,1.0,7404813
38810769,Rafael,3.0,7406325
38818457,Riccardo,1.0,7408258
80755,Marianna,4.0,7409370
2865883,Annarita,3.0,7410456
2865883,Annarita,3.0,7410459
5088945,Mariano,1.0,7419268
29083325,Relais Colonna,3.0,7425533
23765893,Pompeo,4.0,7425853
38903645,Marco,1.0,7426879
38902892,Giuliana,1.0,7427686
38912583,Ursula,1.0,7428742
33962872,Elizabeth,1.0,7432211
24279804,Bonino,1.0,7441607
31543166,Morgana,1.0,7446718
38538828,Maria,2.0,7447526
4495963,Alessandro,18.0,7448640
39011950,Fabrizio,1.0,7448974
38662280,Yuliya,3.0,7449457
15299114,Laura,6.0,7449496
39015598,Giulia,1.0,7449563
39020317,Vania,2.0,7450493
38749719,Vaticana Residenza,6.0,7454056
38810769,Rafael,3.0,7454469
38810769,Rafael,3.0,7454471
31802805,Lamberto,1.0,7454553
39044384,Paola,1.0,7455295
31541833,Dorina,3.0,7458256
18047602,Yassi,7.0,7465551
38662280,Yuliya,3.0,7466327
39113709,Diego,2.0,7468193
39113709,Diego,2.0,7468501
27465039,Francesca & Elisa,1.0,7469190
773808,Rosanna,5.0,7469261
1500519,Valeria,1.0,7469883
700645,Marco,3.0,7471151
23853860,Giulia,5.0,7472380
18865556,Arianna,1.0,7474625
23853860,Giulia,5.0,7478792
6259821,Alessandro,1.0,7481731
700645,Marco,3.0,7485169
5628961,Maria Domenica,1.0,7486598
39215703,Patrizia & Pietro,2.0,7487753
7014313,Roberto,1.0,7491531
2581318,Pamela,2.0,7493159
37428221,Gianluca,2.0,7494083
39335054,Ana,4.0,7508488
33491579,Simona,1.0,7511286
20249543,Mauro &,1.0,7511293
39373421,Ekaterina,11.0,7515812
23446740,Mattia,6.0,7519307
38312220,Anita,1.0,7520366
39407659,Michela,8.0,7520495
39407659,Michela,8.0,7521384
35816225,Donatella,2.0,7522739
23765893,Pompeo,4.0,7523721
24313902,Silvia,1.0,7524076
12095328,Karim,1.0,7524494
29330244,Shalini,3.0,7526955
39452218,Sandra,2.0,7528345
39452218,Sandra,2.0,7529134
39373421,Ekaterina,11.0,7529704
39373421,Ekaterina,11.0,7533500
4973013,Enrico E Paola,6.0,7550075
4973013,Enrico E Paola,6.0,7550381
39582810,Domitilla,1.0,7552316
6146778,Paolo & Friends,18.0,7556269
6146778,Paolo & Friends,18.0,7556711
39613387,Marco,1.0,7557388
21755918,Emanuela & Fabio,6.0,7558652
39644603,Armando,1.0,7562431
39678344,SandrAndrea,4.0,7567772
39669585,Luciano,7.0,7567819
29217203,Alessia,4.0,7568273
39679443,Valeria,11.0,7568549
39669585,Luciano,7.0,7568630
37543979,Antonella,1.0,7580685
39788818,Antonio,3.0,7587105
39669585,Luciano,7.0,7587197
39669585,Luciano,7.0,7588059
22178816,Hotel Oxford,7.0,7588082
39810498,Luca,1.0,7591375
773808,Rosanna,5.0,7592021
39816355,Angelo,1.0,7592572
39818144,Maria,1.0,7592935
39788818,Antonio,3.0,7594056
39788818,Antonio,3.0,7594490
39407659,Michela,8.0,7595906
39407659,Michela,8.0,7596256
39835939,Valerio,9.0,7597043
1436998,Catharine,10.0,7598228
39373421,Ekaterina,11.0,7599508
39373421,Ekaterina,11.0,7599595
1436998,Catharine,10.0,7600190
39373421,Ekaterina,11.0,7600411
18213694,Fabrizio,1.0,7602362
39407659,Michela,8.0,7605476
1779190,Amanda,1.0,7605671
39407659,Michela,8.0,7605705
39407659,Michela,8.0,7605966
39407659,Michela,8.0,7605979
13331165,Accomodalia,19.0,7606753
5780837,Angelo,3.0,7608211
11146507,Cate,11.0,7610713
39914690,Stefano,1.0,7610717
35623426,Patrizia,1.0,7611492
39274055,Jasmine,1.0,7613122
5767730,Cristina,2.0,7614713
39935759,Andrea,1.0,7614856
39678344,SandrAndrea,4.0,7622616
37168900,Lodovica,1.0,7627676
39679443,Valeria,11.0,7630205
40008883,Vincenzo,1.0,7630727
230736,Sita Alessandra,3.0,7630876
38187657,Dorannunziata,1.0,7632547
316068,Federico,42.0,7634280
316068,Federico,42.0,7634959
15299114,Laura,6.0,7640685
26572744,Claudio,3.0,7642201
26851703,Grazia,1.0,7642731
40115215,Ylenia,1.0,7644995
40130131,Monica,1.0,7648072
4002716,Mario,3.0,7648345
32678313,Marino,2.0,7649222
31541833,Dorina,3.0,7650852
40169898,Giulia Tiziana,1.0,7653833
17904623,Giada,1.0,7654408
28163445,Valeria,1.0,7656522
40195958,Silvia,1.0,7658266
39822718,Sara,1.0,7658748
40199186,Daniele,1.0,7658925
11591630,Sara,1.0,7658989
40211484,Arianna,1.0,7660927
2923763,Maria,1.0,7661834
8383844,Laura Ed Ezio,26.0,7668869
40267852,Dino,1.0,7669683
16098649,Rosa,2.0,7676363
40348190,Silvana,1.0,7682463
13331165,Accomodalia,19.0,7685102
5878966,Giulio,5.0,7686553
2405376,Lorenzo,56.0,7689115
8796286,Roberto,6.0,7695261
1107433,Emiliano & Maria,56.0,7695643
20546748,Ilaria,2.0,7695797
29148353,Bianca,3.0,7697798
40460298,Mariangela,1.0,7702459
25791462,Gianluca,2.0,7702508
40461610,Adriano,1.0,7702582
40465527,Ilaria,2.0,7703255
40466788,Camilla & Stefano,1.0,7703457
40476228,Giorgio,1.0,7705215
40481858,Flaminia,3.0,7706198
38749719,Vaticana Residenza,6.0,7706994
40499998,Roberta,1.0,7709888
24077628,Anna,2.0,7712829
37758250,Valentina,2.0,7722328
40577984,Daniela,1.0,7722738
28202955,Fabrizia,1.0,7724002
7445351,Antonio,5.0,7725071
33817074,Maria,2.0,7725736
40604530,Sara,4.0,7727438
40604888,Francesca,3.0,7727499
40604888,Francesca,3.0,7727562
40604888,Francesca,3.0,7727619
14592613,Andrea,13.0,7736781
3159041,Luca,13.0,7737077
6058570,Paola,1.0,7737551
32358904,Barbara,1.0,7737697
40670804,Federico,2.0,7738074
26851794,Loredana,4.0,7739239
6519534,Alessia & Daniele,25.0,7740446
20963943,Federica,1.0,7742505
40701779,Gabriele,1.0,7743582
786432,Antonio,2.0,7747145
35532879,Francesco,2.0,7752556
32323841,Roberta,1.0,7752899
24937200,Federica,1.0,7753394
40778072,Giancarlo,5.0,7756457
9077187,Alessandro,1.0,7757525
40810027,Giuliana & Gabriele,1.0,7761054
40813218,Roberto,1.0,7761606
21165614,Cristina,3.0,7763053
40881089,Andy&Sev,1.0,7771854
700645,Marco,3.0,7774677
40127555,Vatican Pixel Apartments�,4.0,7781191
27007846,Mario Giuseppe,4.0,7787061
5069959,Adriana,1.0,7788461
6114524,Victor & Emma,7.0,7791401
26831919,Simona,5.0,7791757
8718779,Federico,1.0,7793730
41035584,Andrea,1.0,7796394
15668598,Gualtiero,1.0,7799024
30683043,Francesco,1.0,7799686
16130014,Michele,4.0,7802290
41099138,Jacopo,1.0,7807655
41125120,Nicola,1.0,7811671
8263428,Vanina,1.0,7812430
21272873,Andrea,2.0,7812899
41140463,Simone,1.0,7814611
7289084,Maria,1.0,7815574
41162512,Ottorino Giuseppe,1.0,7818606
41170239,Home And More,18.0,7819490
3127800,Vincenzo,1.0,7822854
41236495,Gianni,2.0,7830488
25539772,Marco,1.0,7835892
41298468,Giulio,1.0,7839517
41346897,Francesca,1.0,7846344
41355074,Valentina,2.0,7848039
36588040,Massimo,3.0,7851292
9665861,Sabrina,2.0,7855216
6927053,Andrea,3.0,7866260
32477070,Oriana,5.0,7891792
32477070,Oriana,5.0,7891842
13868043,Daniela,1.0,7893114
41618458,Fiamma,1.0,7893695
6797602,Maria Alberta,20.0,7897097
41637905,Alessandra,1.0,7897369
41649751,Xiao Qiu,2.0,7899229
3159041,Luca,13.0,7904500
3159041,Luca,13.0,7904813
41690379,Rome City,8.0,7906573
41715229,Rocco,1.0,7911516
40099285,Giorgio,1.0,7916596
41690379,Rome City,8.0,7917238
41690379,Rome City,8.0,7918269
21095791,Aldo Maria,5.0,7922856
3288993,Cristobal,7.0,7924997
41794306,Lorena & Lara,1.0,7925862
7445351,Antonio,5.0,7929277
7445351,Antonio,5.0,7929394
7445351,Antonio,5.0,7929402
41816197,Vincenzo,1.0,7930058
39664609,Antonello,1.0,7930633
3299247,Giulio,1.0,7932864
41353992,Fabio,1.0,7933034
11830181,Silvia,1.0,7933416
24974696,Elena,1.0,7935058
41822764,Francesca,3.0,7942136
13710209,Matteo,3.0,7943005
7714007,Simona,1.0,7943411
3829783,Daniela,2.0,7952543
5442653,Patrizia,1.0,7954511
41977349,Monica,1.0,7959342
42017364,Salvatore,1.0,7964035
42015155,Alessandra,7.0,7964100
42015155,Alessandra,7.0,7964238
42022623,Roberta & Francesca,1.0,7964697
1019645,Paola,1.0,7965700
12376380,Alessandro,2.0,7967812
42111482,Massimiliano,3.0,7979238
42111482,Massimiliano,3.0,7979418
12790054,Matteo,10.0,7981650
42108570,Brigitte  & Monica,1.0,7982038
42102013,Alessandro,1.0,7982426
42216435,Emidio,1.0,8004787
2476686,Monica,3.0,8007335
3026679,Leonardo,8.0,8007695
11322582,Andrea,2.0,8013035
27457822,Silvia,1.0,8020195
21324344,Maria Grazia,2.0,8020220
42363798,Anna Giulia,2.0,8023331
42365603,Azeta Tour & Service S.R.L.Uniperso,2.0,8023524
2803268,Giannicola,1.0,8027158
8383844,Laura Ed Ezio,26.0,8030223
42395660,Macario,1.0,8037761
42365603,Azeta Tour & Service S.R.L.Uniperso,2.0,8038230
42456472,Alexandre,1.0,8039511
39996091,Villino,3.0,8043285
39176807,Francy&Paci,1.0,8043667
22601488,Simona,1.0,8043903
20699080,Veronica,4.0,8044384
4396769,Natalia,1.0,8045343
42488781,Giorgio,4.0,8045701
42412268,Francesco,3.0,8047377
42560343,Maria Romana,3.0,8057649
9347481,Alessandro,8.0,8059408
33662584,Alfonso&Edoardo ,nan,8064627
I Centro Storico,4.189.502,nan,"Slow Life B&B"""
12388563,Guglielmo,7.0,8068842
1298232,Eugenio,1.0,8069610
39996091,Villino,3.0,8075958
39996091,Villino,3.0,8076095
42674115,Paolo,1.0,8078717
42680145,Luigi,1.0,8080620
42685787,Hotel,2.0,8081244
42669385,Alessandro,8.0,8083690
12464901,Daniele,5.0,8086104
42755274,Daniela Olivia,1.0,8096872
42602182,Beatrice,1.0,8098827
2435691,Francesca,16.0,8109151
42853176,Dom,1.0,8115464
42899705,Santi,1.0,8123763
114323,N�m,2.0,8125798
23080431,Antonella,1.0,8126656
42963302,Alioscia & Paolo,1.0,8135719
29083325,Relais Colonna,3.0,8137173
42973707,Riccardo,4.0,8138188
42974979,Paola,1.0,8138564
41822764,Francesca,3.0,8140547
42755509,Dimora Storica,11.0,8141983
675201,Rosa Alba,3.0,8142154
42669385,Alessandro,8.0,8142774
19404362,Chiara,1.0,8144179
42977216,Eleonora,1.0,8146564
37012286,Sergio,2.0,8155442
32258129,Luciana,1.0,8157370
42669385,Alessandro,8.0,8157737
31329780,Valentina,3.0,8158480
118734,Tomaso,1.0,8158602
37407815,Barbara,1.0,8160605
43084575,Enrico,1.0,8162666
43090558,Angelo,1.0,8164284
36849703,Stefano,1.0,8168083
22154693,Bruno,1.0,8170881
32860758,Claude,1.0,8170984
31131531,Francesca E Marta,1.0,8176927
43154456,Marco,2.0,8177415
15938862,Silvia,1.0,8180090
26296779,Lucrezia,9.0,8181819
43154456,Marco,2.0,8183515
21324344,Maria Grazia,2.0,8183776
36432060,Massimo,2.0,8184699
43237518,Gianluca,2.0,8197209
43239193,Marzia,1.0,8197657
43245415,Paola,1.0,8199179
43237518,Gianluca,2.0,8199314
15176870,Marida,11.0,8199523
6985845,Lorenzo,2.0,8199994
2988389,Luca,3.0,8203568
43263045,Daniela,1.0,8203939
42669385,Alessandro,8.0,8206842
1180196,Andrea,12.0,8208849
1180196,Andrea,12.0,8209118
16203357,Daniela,1.0,8210583
43317544,Chiara,1.0,8214264
6200314,Costanza,1.0,8218005
43345361,Nicolo',1.0,8220114
43348712,Riccardo,4.0,8220766
43349267,Francesca,2.0,8220875
15345559,Loris E Vasco,4.0,8221811
43349267,Francesca,2.0,8222323
36588040,Massimo,3.0,8222326
15345559,Loris E Vasco,4.0,8223308
15345559,Loris E Vasco,4.0,8223533
29058074,Ivan,1.0,8225757
1436998,Catharine,10.0,8226300
7497126,Rome,14.0,8231386
43336976,Andrea,2.0,8232743
nan,nan,nan,8232905
Andrea,nan,0.0,"Ambiente Giovane e Luminoso."""
43416273,Mauro,2.0,8233133
10376266,Giorgio,1.0,8235702
40778072,Giancarlo,5.0,8243358
43479511,Alessandra,2.0,8244687
24897234,Alessio,1.0,8246798
43490911,Alessandro,1.0,8246958
43494844,Cristina,1.0,8247691
43496594,Gabriel Jay,1.0,8248054
5312489,Jacopo,1.0,8260926
41355074,Valentina,2.0,8261265
43572391,Paola,1.0,8262978
20384849,Mauro,2.0,8264088
43584417,Cristina & Paolo,1.0,8265640
37242302,Daniela,2.0,8267778
43595877,Maria Elisa,1.0,8267829
6301080,Tiziana,1.0,8268800
4571163,Laura,13.0,8269075
34838958,Luca,1.0,8270032
5780837,Angelo,3.0,8272584
43624880,Tiziana,1.0,8273372
34650385,Alessandra,1.0,8279830
26093795,Annalisa,1.0,8280418
43670382,Andrea,1.0,8283287
1967682,La Family,2.0,8285598
8580277,Lidia,1.0,8287051
43708551,Gabriela,8.0,8289782
43066696,Alessandra,2.0,8299428
17069286,Angelo,1.0,8299637
21295866,Andrea,1.0,8300227
22318922,Giulia,2.0,8300396
43766840,Massimo,1.0,8301306
43835087,Elisabetta,1.0,8314225
1436998,Catharine,10.0,8316060
41690379,Rome City,8.0,8316111
38058190,Marco,3.0,8317498
1790834,Alessandro,11.0,8321225
41239125,Palma Residence,2.0,8323561
41239125,Palma Residence,2.0,8323711
33662584,Alfonso&Edoardo ,nan,8333068
I Centro Storico,4.189.363,nan,"Slow Life B&B"""
47792486,Mauro,1.0,8333671
43787675,AdHoc,5.0,8335830
43942133,Mauro,1.0,8336576
43787675,AdHoc,5.0,8336740
3589628,Maria Carolina,3.0,8336936
7944432,Roxy,4.0,8339534
43518278,Donatella,1.0,8342132
43989906,Casa Rosanna,1.0,8345467
42690380,Elena,1.0,8348267
33339025,Roberto,2.0,8348722
30776710,Roberto,1.0,8351458
8628346,Paola,2.0,8360885
44074844,Francesco,1.0,8362592
44078094,Felicita,1.0,8362883
44083510,Valeria,1.0,8363871
29547981,Vincenza,2.0,8364189
44084320,Gabriella,1.0,8364228
18105350,Ilaria,2.0,8366510
44095625,Patrizia,1.0,8366703
22616801,Francesca,1.0,8366860
44099976,Antonietta,2.0,8367353
31118318,Valerio,1.0,8367639
43714345,Antonella,1.0,8368682
17331634,Cappellari29,1.0,8370035
4467100,Giovanni,1.0,8374653
44140500,Valerio,3.0,8375086
44144241,Edolo,2.0,8375842
44140500,Valerio,3.0,8377165
43787675,AdHoc,5.0,8377888
44162658,Susanna,2.0,8380039
19731920,Ilaria E Gianni,1.0,8381224
44170040,Rita,3.0,8381711
44171532,Dante,1.0,8382145
43787675,AdHoc,5.0,8383043
43787675,AdHoc,5.0,8383621
8100397,Stefano,2.0,8384415
44140500,Valerio,3.0,8385245
44186741,Dakyoung,4.0,8385428
44186741,Dakyoung,4.0,8385470
10688288,Elena,3.0,8387294
10688288,Elena,3.0,8387332
10688288,Elena,3.0,8388077
13270610,Laura,2.0,8397811
34060555,Anna Rita,1.0,8398644
711817,Fabiano,2.0,8399506
44255825,Marie France,1.0,8400205
44186741,Dakyoung,4.0,8401265
44263839,Fabio,2.0,8401978
44262513,Nadia,1.0,8402072
32109386,Fabrizio,1.0,8402372
44265387,Tiziana,1.0,8402413
15824790,Benedetta,1.0,8402591
44277546,Domus Napoleone,4.0,8405009
44286674,Alessio,1.0,8406800
4072738,Alessandro,9.0,8413204
8721002,Roberto,1.0,8414360
44324590,Graziella,1.0,8415254
44328091,Valeri,19.0,8416079
35840683,Giada,1.0,8416625
306170188,Alessandra,1.0,8418797
44343364,Vieri,1.0,8419294
8973851,Stefano,46.0,8420162
44099976,Antonietta,2.0,8424693
25581525,Daniela,3.0,8425887
3146087,Mauro,3.0,8432457
44170040,Rita,3.0,8433011
44170040,Rita,3.0,8433666
44415464,Stefania,1.0,8435318
44412589,Ugo,1.0,8437113
44363139,Anna,1.0,8437243
4092004,Giulia,6.0,8439029
44437731,Elisabeth,1.0,8440008
43777366,Giannicola,1.0,8441179
43998345,Fabrizio,2.0,8442668
44495504,Simonetta,3.0,8452571
44496761,Francesca,1.0,8452860
44500095,Mauro,1.0,8453620
28095035,Raffaele,1.0,8454306
7541856,Alessandro,2.0,8457981
44525540,Vittorio,1.0,8458599
1396222,Alberto,9.0,8459292
13400097,Barbara,6.0,8459512
39146007,Marco,1.0,8460877
44321529,Armanda,1.0,8463521
44555164,Gabriella,1.0,8463908
44547888,Francesca,1.0,8464011
38387426,Tommaso,1.0,8467087
14236252,Edoardo,6.0,8467388
44610810,Maria Chiara,1.0,8471052
44612339,Erika,1.0,8471811
13308688,Teresa,2.0,8472198
44631829,Manuela,1.0,8474977
44668861,Silvia,1.0,8481777
44684241,Roberto,1.0,8484415
43170576,Raffaella,1.0,8485272
44693154,Gianni,2.0,8486064
44693154,Gianni,2.0,8486087
44713034,Francesca,1.0,8489662
44610920,Gerardo,3.0,8492106
44726461,Fabio,1.0,8492813
8973851,Stefano,46.0,8496598
13550943,Valentina,1.0,8503312
18444560,Giulia,1.0,8508942
27769279,Giuseppe,4.0,8510158
2593753,Paola,1.0,8513084
21417235,Roberta,1.0,8514120
44760246,Giulia,1.0,8515644
19291580,Sim  And  Emm,4.0,8517735
36598908,Giancarlo,3.0,8518911
44861201,Giuliana,1.0,8519949
22922636,Erica,1.0,8522005
26142779,Paola,1.0,8525341
44908343,Marco,2.0,8528960
13634385,Maurizio&Satia,1.0,8529685
44909995,Fabio,1.0,8530066
44917325,Rita & Marco,1.0,8530549
30118540,Anthony,12.0,8533311
44929920,Stefano,1.0,8533428
26260028,Angelina,1.0,8536458
7564916,Stefan,7.0,8538928
44949342,Silvia,4.0,8544825
44983002,Andrea,1.0,8545062
12720906,Anna Maria,1.0,8546363
3163052,Adriano,1.0,8546712
670246,Andrea&Nataly Capodarte,3.0,8547453
36605212,Simone,6.0,8547707
36605212,Simone,6.0,8547936
36605212,Simone,6.0,8548006
36605212,Simone,6.0,8548141
28769028,Paolo,1.0,8550191
40716327,Giovanni,1.0,8551363
45046157,Stefania,1.0,8558643
45050619,Lucia,1.0,8559427
13034598,Lina,1.0,8561992
45074542,Valeria,1.0,8564642
4289335,Luca,13.0,8565906
22044709,Carlo,1.0,8566906
11147643,Giuseppe Antonio,1.0,8567506
2762035,Luca & Olesya,5.0,8574330
6233483,Enrico,8.0,8576426
17230120,Elisabetta,9.0,8577170
45145099,Silvia,1.0,8577905
45148197,Maria Isabella,1.0,8578965
45150940,Emiliano,4.0,8579009
6233483,Enrico,8.0,8579249
16295796,Monika,1.0,8580554
45181022,Vittorio,1.0,8584782
45198265,Stefano,1.0,8588354
45197249,Francesca,1.0,8588695
45203468,Arianna & Moreno,1.0,8589279
3529300,Marco,1.0,8589338
45205974,Laura,1.0,8589816
16484694,Aldo,2.0,8589875
34172089,Milena,1.0,8590753
190140,Valter,3.0,8590853
45204621,Alessandra,1.0,8591342
45250527,Anna,1.0,8598486
16554243,Francesco,1.0,8598683
3223816,Fede,1.0,8600612
45260309,Alessandro,7.0,8600926
28086077,Paolo & Delfina,1.0,8603570
16457395,LC Property Management,5.0,8603692
7944432,Roxy,4.0,8604497
45271017,Gate,7.0,8604569
17167875,Alessia,6.0,8611670
45342643,Luisa,1.0,8619691
45362292,Suzy,1.0,8624213
45368882,Massimiliano,1.0,8625521
50100261,Alessandra,1.0,8631734
45432033,Enrico,1.0,8641867
44277546,Domus Napoleone,4.0,8645648
45271017,Gate,7.0,8651247
45271017,Gate,7.0,8651336
45492194,Andrea,1.0,8656866
45493803,Carlotta E Michele,1.0,8658925
45500706,Paolo,1.0,8659258
20354998,Alice,1.0,8660846
45509196,Agostino,5.0,8661427
45512529,Giorgio,4.0,8662309
38655617,Simone,1.0,8666100
23667469,Beatrice E Fiammetta,2.0,8666214
8757681,Roger & Team,18.0,8667284
45544806,Daniel,5.0,8670224
22790731,Gianluca,8.0,8677139
21491623,Paolo,1.0,8677467
26531378,Gina,2.0,8679520
28992129,Marta,1.0,8681953
45592898,Carlo,6.0,8682025
45609023,Caterina,1.0,8686087
30850503,Simonetta,2.0,8686959
25784525,Silvia,1.0,8687331
45641444,Claudio,3.0,8693190
45653774,Pasquale,4.0,8695726
45669673,Lucilla,1.0,8699183
19422592,Emanuela,1.0,8707021
45716069,Elena,1.0,8709049
28786777,Fiorenza,1.0,8712687
24059565,Fabrizio,9.0,8714311
40889798,Daniele,1.0,8718184
40963794,Lucilla,1.0,8727117
